,2021-10-27 00:40:00,2021-10-27 00:50:00,2021-10-27 01:00:00,2021-10-27 01:10:00,2021-10-27 01:20:00,2021-10-27 01:30:00,2021-10-27 01:40:00,2021-10-27 01:50:00,2021-10-27 02:00:00,2021-10-27 02:10:00,2021-10-27 02:20:00,2021-10-27 02:30:00,2021-10-27 02:40:00,2021-10-27 02:50:00,2021-10-27 03:00:00,2021-10-27 03:10:00,2021-10-27 03:20:00,2021-10-27 03:30:00,2021-10-27 03:40:00,2021-10-27 03:50:00,2021-10-27 04:00:00,2021-10-27 04:10:00,2021-10-27 04:20:00,2021-10-27 04:30:00,2021-10-27 04:40:00
MODEM__22_IN_mean,-7.766133e-05,-5.9302783e-05,-3.445471e-05,-8.7078406e-05,-0.00016542892,-2.6317355e-05,-5.8553098e-05,-3.298116e-05,-2.1106262e-06,-3.0621562e-05,0.0007764774,0.0010246575,0.0017512682,0.0004090746,-0.00015353048,0.0001962194,-0.00018040165,2.4278577e-05,-0.00013489812,-0.00017565496,3.739939e-05,-0.00013842672,-9.5247946e-05,-0.00015115447,-0.0001754666
MODEM__22_IN_std,9.247228e-05,4.7945127e-06,1.4765706e-06,-5.791219e-05,-1.4076769e-06,1.4136832e-05,-1.8074239e-05,-5.3982776e-06,-4.9900616e-05,0.00020561475,2.16295e-05,5.2599207e-05,8.406787e-06,-3.9873434e-05,-5.0754246e-05,-2.2589393e-05,-0.00023896083,-7.363921e-05,-7.341512e-05,3.801416e-05,7.422107e-05,-0.00010395042,-4.6188467e-05,3.1295964e-05,4.3951393e-05
MODEM__22_IN_min,0.00015195522,-0.00014063467,-0.000123831,-0.00016267804,-0.0002457531,-1.5655325e-05,-0.00015138614,-0.00018136072,-7.235413e-05,6.814701e-05,0.0017197612,0.0012879355,0.0014195278,0.0014799215,-7.177404e-05,2.348771e-05,-0.00017160244,-0.00015875995,-0.00017269189,-3.9652226e-05,2.6055635e-05,-0.00017575099,-0.00011179404,-0.00034697252,-6.839271e-05
MODEM__22_IN_max,-3.5798275e-06,3.9096823e-05,5.3458956e-05,2.0531905e-05,3.7834263e-05,-0.00020525638,3.4474448e-05,4.4282435e-05,7.342557e-05,0.00018803298,-1.35400405e-05,6.567142e-05,-1.0385973e-05,3.1220352e-05,-8.870536e-05,2.456438e-05,4.212378e-05,4.7947415e-05,1.1601833e-05,-7.2892384e-05,6.7286914e-05,-3.910473e-05,-6.312548e-05,0.0004328747,0.0001888146
MODEM__22_OUT_mean,0.0015926656,0.0015108499,0.0013594284,0.0013369846,0.0013737656,0.0016451402,0.0022957283,0.002378635,0.0013335405,0.0013454246,0.0015772814,0.0019033793,0.0015146495,0.0016015043,0.00177773,0.0015845523,0.0013024092,0.0018344247,0.0013128206,0.0016062487,0.0015704366,0.0012441511,0.0012675435,0.0021230218,0.0020436565
MODEM__22_OUT_std,1.25186625e-05,2.0009895e-06,-5.099156e-05,-4.7793837e-06,-3.46116e-05,3.9714094e-05,-1.6430859e-05,2.8000434e-06,-4.0972127e-06,-1.215886e-05,0.00026615016,0.00014931898,0.000102237274,3.018453e-05,-6.306664e-06,5.387684e-05,5.5038918e-06,0.00013849969,4.476045e-06,1.7885213e-05,2.6238577e-05,1.3262e-05,-1.066114e-06,-1.1748743e-05,-7.406495e-06
MODEM__22_OUT_min,0.0028641478,0.0037569143,0.003606825,0.0026443263,0.0025632873,0.0028872162,0.0029800057,0.0040008104,0.0027048166,0.0026034743,0.0032213281,0.0056207026,0.0034524659,0.0037875315,0.004055761,0.0038091277,0.0035685708,0.003520819,0.0030725154,0.00375274,0.003771208,0.0024027056,0.0025608754,0.0026962329,0.0026235033
MODEM__22_OUT_max,-5.1778883e-05,0.00034918915,0.00035747729,-6.7924106e-05,-8.698209e-05,-9.019685e-05,-0.000121975274,-9.959869e-05,-7.290083e-05,-0.00013567504,-0.000119810866,-0.00012767968,-0.00012446503,0.00026762724,0.00032272367,0.00025604627,0.00025836015,0.00029986296,0.00029704382,0.00031295663,0.00028490898,-0.00010507602,-0.00010838948,-0.00011452851,3.6174138e-06
MODEM__23_IN_mean,1.2156916e-05,0.00016583403,1.0314186e-05,0.00059313787,4.680453e-05,0.00014701115,-5.807474e-05,-6.304287e-05,0.00010695599,0.00072682375,0.00055065803,0.00091463473,0.00096213655,0.0009850019,0.00037723422,0.0002848326,0.00019549351,0.0003565535,0.00036927153,0.00048506635,0.00050772814,5.9547907e-05,0.0004942273,0.00068200455,0.00069802784
MODEM__23_IN_std,-5.06939e-05,-5.065012e-05,-0.000104598446,-5.2762138e-05,-4.9121358e-05,-4.173168e-05,3.1757136e-05,5.331224e-05,-5.760484e-05,-9.996352e-05,0.00075678347,0.00037970167,0.0009346445,0.0010598341,-0.00020453577,-2.9810468e-05,-0.00030374422,-0.0002958322,-2.6305432e-05,-0.0001106976,8.30988e-05,-8.0691585e-05,-0.0001103547,-0.00010696026,-3.1090262e-06
MODEM__23_IN_min,-0.0002650644,-0.0002516762,-0.00043706998,0.00086545845,-0.00023379608,-0.00019921805,0.0009923588,0.0003498178,-0.00038280286,0.0010789688,0.0010025799,0.00084268604,0.0009868359,0.0007772709,0.00051837973,0.0004836717,5.249702e-05,0.00026459954,0.00087675167,0.0006369736,0.0012643312,0.00069244974,0.00010585456,-0.00024086723,0.0012539126
