time,beam_id,capacity_risk,jamming_risk,sla_risk,loss_risk,handover_risk,stress_index
2021-10-18 07:20:00+00:00,AFRICA,0.13474988145752742,0.0,0.0,0.0,0.0,0.053899952583010974
2021-10-18 07:30:00+00:00,AFRICA,0.09566013715073554,0.0,0.0,0.0,0.0,0.03826405486029422
2021-10-18 07:40:00+00:00,AFRICA,0.10435950209684615,0.0,0.0,0.0,0.0,0.041743800838738465
2021-10-18 07:50:00+00:00,AFRICA,0.0901142208118418,0.0,0.0,0.0,0.0,0.03604568832473672
2021-10-18 08:00:00+00:00,AFRICA,0.09834635249451484,0.0,0.0,0.0,1.0,0.13933854099780596
2021-10-18 08:10:00+00:00,AFRICA,0.09994086812991283,0.0,0.0,0.0,0.0,0.03997634725196514
2021-10-18 08:20:00+00:00,AFRICA,0.08321385186116681,0.0,0.0,0.0,0.0,0.03328554074446673
2021-10-18 08:30:00+00:00,AFRICA,0.11445810173283578,0.0,0.0,0.0,0.0,0.04578324069313432
2021-10-18 08:40:00+00:00,AFRICA,0.0643404236893262,0.0,0.0,0.0,0.0,0.025736169475730482
2021-10-18 08:50:00+00:00,AFRICA,0.025975990067893143,0.0,0.0,0.0,1.0,0.11039039602715726
2021-10-18 09:00:00+00:00,AFRICA,0.030358209119439858,0.0,0.0,0.0,0.0,0.012143283647775944
2021-10-18 09:10:00+00:00,AFRICA,0.058897807586096404,0.0,0.0,0.0,0.0,0.023559123034438564
2021-10-18 09:20:00+00:00,AFRICA,0.03626617270808673,0.0,0.0,0.0,0.0,0.014506469083234691
2021-10-18 09:30:00+00:00,AFRICA,0.020381754482289266,0.0,0.0,0.0,0.0,0.008152701792915707
2021-10-18 09:40:00+00:00,AFRICA,0.028205778813104095,0.0,0.0,0.0,0.0,0.011282311525241638
2021-10-18 09:50:00+00:00,AFRICA,0.028441630455335383,0.0,0.0,0.0,0.0,0.011376652182134154
2021-10-18 10:00:00+00:00,AFRICA,0.025527409140938876,0.0,0.0,0.0,0.0,0.010210963656375551
2021-10-18 10:10:00+00:00,AFRICA,0.025481848482559258,0.0,0.0,0.0,0.0,0.010192739393023703
2021-10-18 10:20:00+00:00,AFRICA,0.02423680088244673,0.0,0.0,0.0,0.0,0.009694720352978692
2021-10-18 10:30:00+00:00,AFRICA,0.03082961204437976,0.0,0.0,0.0,0.0,0.012331844817751904
2021-10-18 10:40:00+00:00,AFRICA,0.021864264647911146,0.0,0.0,0.0,0.0,0.00874570585916446
2021-10-18 10:50:00+00:00,AFRICA,0.02528927288047885,0.0,0.0,0.0,0.0,0.010115709152191541
2021-10-18 11:00:00+00:00,AFRICA,0.021116110971068747,0.0,0.0,0.0,0.0,0.0084464443884275
2021-10-18 11:10:00+00:00,AFRICA,0.02538271377265813,0.0,0.0,0.0,0.0,0.010153085509063253
2021-10-18 11:20:00+00:00,AFRICA,0.03244683391913442,0.0,0.0,0.0,0.0,0.01297873356765377
2021-10-18 11:30:00+00:00,AFRICA,0.036132619272307945,0.0,0.0,0.0,0.0,0.014453047708923179
2021-10-18 11:40:00+00:00,AFRICA,0.029835976492132592,0.0,0.0,0.0,0.0,0.011934390596853037
2021-10-18 11:50:00+00:00,AFRICA,0.020801952782591664,0.0,0.0,0.0,0.0,0.008320781113036666
2021-10-18 12:00:00+00:00,AFRICA,0.02568601242895271,0.0,0.0,0.0,1.0,0.11027440497158109
2021-10-18 12:10:00+00:00,AFRICA,0.05617641995038669,0.0,0.0,0.0,0.0,0.022470567980154676
2021-10-18 12:20:00+00:00,AFRICA,0.027539269461094095,0.0,0.0,0.0,0.0,0.01101570778443764
2021-10-18 12:30:00+00:00,AFRICA,0.03970035473705237,0.0,0.0,0.0,0.0,0.01588014189482095
2021-10-18 12:40:00+00:00,AFRICA,0.023295432262760134,0.0,0.0,0.0,0.0,0.009318172905104054
2021-10-18 12:50:00+00:00,AFRICA,0.02492776990426985,0.0,0.0,0.0,1.0,0.10997110796170795
2021-10-18 13:00:00+00:00,AFRICA,0.06272171592560069,0.0,0.0,0.0,0.0,0.02508868637024028
2021-10-18 13:10:00+00:00,AFRICA,0.018721465835742045,0.0,0.0,0.0,0.0,0.007488586334296818
2021-10-18 13:20:00+00:00,AFRICA,0.029093438886611974,0.0,0.0,0.0,0.0,0.01163737555464479
2021-10-18 13:30:00+00:00,AFRICA,0.030338094501225512,0.0,0.0,0.0,0.0,0.012135237800490205
2021-10-18 13:40:00+00:00,AFRICA,0.02610839740128192,0.0,0.0,0.0,1.0,0.11044335896051277
2021-10-18 13:50:00+00:00,AFRICA,0.02809995907346337,0.0,0.0,0.0,0.0,0.01123998362938535
2021-10-18 14:00:00+00:00,AFRICA,0.07428414120187946,0.0,0.0,0.0,0.0,0.029713656480751784
2021-10-18 14:10:00+00:00,AFRICA,0.03810267981025637,0.0,0.0,0.0,0.0,0.015241071924102548
2021-10-18 14:20:00+00:00,AFRICA,0.02264744722440046,0.0,0.0,0.0,0.0,0.009058978889760184
2021-10-18 14:30:00+00:00,AFRICA,0.025393144240227632,0.0,0.0,0.0,0.0,0.010157257696091054
2021-10-18 14:40:00+00:00,AFRICA,0.03222458870562334,0.0,0.0,0.0,0.0,0.012889835482249338
2021-10-18 14:50:00+00:00,AFRICA,0.02995002115317921,0.0,0.0,0.0,1.0,0.1119800084612717
2021-10-18 15:00:00+00:00,AFRICA,0.04858788957957132,0.0,0.0,0.0,0.0,0.01943515583182853
2021-10-18 15:10:00+00:00,AFRICA,0.09685004160943757,0.0,0.0,0.0,0.0,0.03874001664377503
2021-10-18 15:20:00+00:00,AFRICA,0.023712792020122817,0.0,0.0,0.0,0.0,0.009485116808049128
2021-10-18 15:30:00+00:00,AFRICA,0.05621815436387659,0.0,0.0,0.0,0.0,0.022487261745550637
2021-10-18 15:40:00+00:00,AFRICA,0.05966822563265722,0.0,0.0,0.0,0.0,0.02386729025306289
2021-10-18 15:50:00+00:00,AFRICA,0.04418752707291112,0.0,0.0,0.0,0.0,0.017675010829164447
2021-10-18 16:00:00+00:00,AFRICA,0.09686052665232818,0.0,0.0,0.0,0.0,0.038744210660931276
2021-10-18 16:10:00+00:00,AFRICA,0.07740371341441418,0.0,0.0,0.0,0.0,0.030961485365765675
2021-10-18 16:20:00+00:00,AFRICA,0.0844464082085666,0.0,0.0,0.0,0.0,0.03377856328342664
2021-10-18 16:30:00+00:00,AFRICA,0.10232308835047475,0.0,0.0,0.0,0.0,0.040929235340189905
2021-10-18 16:40:00+00:00,AFRICA,0.16460851968049173,0.0,0.0,0.0,0.0,0.0658434078721967
2021-10-18 16:50:00+00:00,AFRICA,0.0656742128533349,0.0,0.0,0.0,1.0,0.12626968514133396
2021-10-18 17:00:00+00:00,AFRICA,0.0992358933542308,0.0,0.0,0.0,0.0,0.03969435734169233
2021-10-18 17:10:00+00:00,AFRICA,0.09753551289993823,0.0,0.0,0.0,0.0,0.03901420515997529
2021-10-18 17:20:00+00:00,AFRICA,0.08205635142391036,0.0,0.0,0.0,0.0,0.03282254056956415
2021-10-18 17:30:00+00:00,AFRICA,0.09943547617050526,0.0,0.0,0.0,0.0,0.0397741904682021
2021-10-18 17:40:00+00:00,AFRICA,0.12910976600053684,0.0,0.0,0.0,0.0,0.05164390640021474
2021-10-18 17:50:00+00:00,AFRICA,0.13914246599156302,0.0,0.0,0.0,0.0,0.05565698639662521
2021-10-18 18:00:00+00:00,AFRICA,0.15603864388013258,0.0,0.0,0.0,0.0,0.062415457552053036
2021-10-18 18:10:00+00:00,AFRICA,0.1621659045336264,0.0,0.0,0.0,0.0,0.06486636181345055
2021-10-18 18:20:00+00:00,AFRICA,0.16497361202014796,0.0,0.0,0.0,0.0,0.06598944480805918
2021-10-18 18:30:00+00:00,AFRICA,0.1562059864338528,0.0,0.0,0.0,0.0,0.06248239457354113
2021-10-18 18:40:00+00:00,AFRICA,0.22656978437274497,0.0,0.0,0.0,0.0,0.090627913749098
2021-10-18 18:50:00+00:00,AFRICA,0.21540939798460657,0.0,0.0,0.0,0.0,0.08616375919384263
2021-10-18 19:00:00+00:00,AFRICA,0.21870234375766331,0.0,0.0,0.0,0.0,0.08748093750306533
2021-10-18 19:10:00+00:00,AFRICA,0.20375581360941825,0.0,0.0,0.0,0.0,0.0815023254437673
2021-10-18 19:20:00+00:00,AFRICA,0.19760448593996682,0.0,0.0,0.0,0.0,0.07904179437598674
2021-10-18 19:30:00+00:00,AFRICA,0.20447369903332036,0.0,0.0,0.0,0.0,0.08178947961332815
2021-10-18 19:40:00+00:00,AFRICA,0.16023431143951844,0.0,0.0,0.0,0.0,0.06409372457580738
2021-10-18 19:50:00+00:00,AFRICA,0.2428150990845339,0.0,0.0,0.0,0.0,0.09712603963381355
2021-10-18 20:00:00+00:00,AFRICA,0.22887188585375862,0.0,0.0,0.0,0.0,0.09154875434150345
2021-10-18 20:10:00+00:00,AFRICA,0.2669941717686613,0.0,0.0,0.0,0.0,0.10679766870746453
2021-10-18 20:20:00+00:00,AFRICA,0.2649378990774792,0.0,0.0,0.0,0.0,0.10597515963099169
2021-10-18 20:30:00+00:00,AFRICA,0.2726634205215443,0.0,0.0,0.0,0.0,0.10906536820861773
2021-10-18 20:40:00+00:00,AFRICA,0.2760037950566725,0.0,0.0,0.0,0.0,0.11040151802266901
2021-10-18 20:50:00+00:00,AFRICA,0.2143820853018602,0.0,0.0,0.0,1.0,0.1857528341207441
2021-10-18 21:00:00+00:00,AFRICA,0.30767504109951666,0.0,0.0,0.0,0.0,0.12307001643980667
