1/1/2012 7:34,1/1/2012 7:40,UNLOAD_MAN
1/4/2012 7:22,1/4/2012 7:29,UNLOAD_MAN
1/5/2012 14:37,1/5/2012 14:42,UNLOAD_MAN
1/5/2012 14:47,1/5/2012 15:02,EAST_MAN
1/8/2012 7:07,1/8/2012 7:12,UNLOAD_MAN
1/9/2012 18:07,1/9/2012 19:11,NORTH_MAN
1/12/2012 6:51,1/12/2012 6:56,UNLOAD_MAN
1/12/2012 14:22,1/12/2012 14:24,UNLOAD_MAN
1/12/2012 14:29,1/12/2012 15:19,EAST_MAN
1/13/2012 1:45,1/13/2012 1:45,UNLOAD_MAN
1/13/2012 1:51,1/13/2012 2:30,WEST_MAN
1/16/2012 6:35,1/16/2012 6:42,UNLOAD_MAN
1/19/2012 6:23,1/19/2012 6:30,UNLOAD_MAN
1/19/2012 16:13,1/19/2012 16:14,UNLOAD_MAN
1/19/2012 16:19,1/19/2012 16:40,EAST_MAN
1/22/2012 18:10,1/22/2012 18:16,UNLOAD_MAN
1/23/2012 17:23,1/23/2012 18:27,NORTH_MAN
1/26/2012 5:56,1/26/2012 6:01,UNLOAD_MAN
1/26/2012 14:49,1/26/2012 14:51,UNLOAD_MAN
1/26/2012 14:55,1/26/2012 15:08,EAST_MAN
1/30/2012 5:40,1/30/2012 5:47,UNLOAD_MAN
2/2/2012 15:42,2/2/2012 15:48,UNLOAD_MAN
2/2/2012 15:52,2/2/2012 16:07,EAST_MAN
2/6/2012 5:13,2/6/2012 5:19,UNLOAD_MAN
2/9/2012 14:28,2/9/2012 14:35,UNLOAD_MAN
2/9/2012 14:40,2/9/2012 14:51,EAST_MAN
2/13/2012 4:45,2/13/2012 4:51,UNLOAD_MAN
2/13/2012 15:49,2/13/2012 16:54,NORTH_MAN
2/16/2012 14:11,2/16/2012 14:16,UNLOAD_MAN
2/16/2012 14:21,2/16/2012 15:27,EAST_MAN
2/17/2012 1:42,2/17/2012 1:43,UNLOAD_MAN
2/17/2012 1:48,2/17/2012 2:35,WEST_MAN
2/20/2012 16:16,2/20/2012 16:21,UNLOAD_MAN
2/23/2012 14:24,2/23/2012 14:28,UNLOAD_MAN
2/23/2012 14:33,2/23/2012 14:52,EAST_MAN
2/27/2012 3:50,2/27/2012 3:55,UNLOAD_MAN
2/27/2012 14:59,2/27/2012 15:55,NORTH_MAN
3/1/2012 14:53,3/1/2012 14:58,UNLOAD_MAN
3/1/2012 15:03,3/1/2012 15:18,EAST_MAN
3/5/2012 4:02,3/5/2012 4:07,UNLOAD_MAN
3/8/2012 14:58,3/8/2012 15:04,UNLOAD_MAN
3/8/2012 15:10,3/8/2012 15:28,EAST_MAN
3/12/2012 14:53,3/12/2012 14:59,UNLOAD_MAN
3/15/2012 1:43,3/15/2012 1:47,UNLOAD_MAN
3/15/2012 1:52,3/15/2012 2:40,WEST_MAN
3/15/2012 14:15,3/15/2012 14:17,UNLOAD_MAN
3/15/2012 14:22,3/15/2012 15:28,EAST_MAN
3/19/2012 2:27,3/19/2012 2:33,UNLOAD_MAN
3/19/2012 13:37,3/19/2012 14:32,NORTH_MAN
3/22/2012 14:47,3/22/2012 14:52,UNLOAD_MAN
3/22/2012 14:57,3/22/2012 15:13,EAST_MAN
3/26/2012 13:58,3/26/2012 14:04,UNLOAD_MAN
3/29/2012 15:30,3/29/2012 15:35,UNLOAD_MAN
3/29/2012 15:40,3/29/2012 15:55,EAST_MAN
4/2/2012 1:32,4/2/2012 1:38,UNLOAD_MAN
4/5/2012 1:46,4/5/2012 1:51,UNLOAD_MAN
4/5/2012 1:57,4/5/2012 2:33,WEST_MAN
4/5/2012 14:21,4/5/2012 14:23,UNLOAD_MAN
4/5/2012 14:28,4/5/2012 15:21,EAST_MAN
4/9/2012 1:05,4/9/2012 1:11,UNLOAD_MAN
4/12/2012 12:51,4/12/2012 12:57,UNLOAD_MAN
4/12/2012 15:39,4/12/2012 15:41,UNLOAD_MAN
4/12/2012 15:46,4/12/2012 16:02,EAST_MAN
4/15/2012 12:39,4/15/2012 12:45,UNLOAD_MAN
4/16/2012 23:40,4/17/2012 0:45,SOUTH_MAN
4/19/2012 14:49,4/19/2012 14:56,UNLOAD_MAN
